index,prompt,evaluation_seed,coco_id
10932,This is a train on  the track with people ready to board,36517,459303
5229,a motorcycle is parked on the side of the street,13726,473936
7777,A traffic light next to a street light below a tall building.,8766,218470
23198,A group of bunches of bananas are shown hanging together.,1622,50149
2332,A black and white cat sitting on top of leaves.,74349,312340
5066,a big cat sitting in a little bowl ,56278,213445
15446,A black cat with crazy eyes wearing a bib.,41376,261981
16550,A young woman is grabbing a pile of luggage.,23490,440830
18746,A cat laying in bed under a blue blanket.,83560,195889
8142,Two giraffes are standing outside of a door.,42231,150301
10641,A group of people standing inside of a moving tram.,96360,572462
12477,A person standing in front of a stop sign in the dark.,94749,301300
18371,A group of schoolboys in jackets and ties poses for a picture outside a building.,91549,457877
6283,A bright red light that is on the side of a snow covered street.,74661,245102
1213,A well lit area of the bathroom with white paintings. ,23320,171717
4680,An airplane from Jetairfly is soaring above the clouds.,15998,167544
20252,A man in a purple shirt riding a skateboard up a wooden ramp.,71687,182785
24824,A skiier skis down a slope covered in ski tracks.,26966,514518
6386,"A bathroom shower, toilet and mirror that is decorated in tan tile.",97565,169598
7469,A road with cars on it and a traffic light.,41962,557127
24662,Two men are playing Frisbee together on a field.,66164,107661
5488,A white bowl sitting on top of a table.,94639,161983
24994,a child riding a skate board on a city street ,14111,562229
16420,Someone's suitcase left outside against the wall opened up,47440,7155
27265,A man sitting on a tennis court wearing a green backwards hat.,74191,203466
15682,A train on a track at an empty station.,64842,451077
27039,A sweating man hits a tennis ball with a racquet.,72343,29136
10622,many cars driving on a city street near trees,65255,514417
22769,A group of people on skis stand on the snow.,60156,198530
10267,A gold bus traveling on a single lane road,95638,119402
4957,a small white toilet is in a tiny bathroom,24212,160283
14568,A wooden sail boat with white sails floating on a body of water.,80632,49602
9614,A room with various blue and white signs and a television.,30957,408789
12571,An orange and black fire hydrant at the edge of a street.,38636,471350
22011,A close up of a plate of food containing broccoli.,73357,1064
9621,A skier standing in the snow next to a yellow and blue train.,78411,532876
21702,an image of a kid playing with a frisbee,89476,533106
3448,A couple of giraffe standing in a building.,30496,287545
23860,a person is skiing and flipping on a mountain,74297,203641
26093,Two bento boxes with a variety of healthy foods.,76397,175205
19954,A young child swinging a baseball bat during a baseball game.,96264,397729
12002,Two bikes are chained to the pole on the street,14556,307892
20863,A close-up of a zebra looking back behind him.,77444,14276
23249,A horse drawn carriage goes down this street surrounded with tall buildings.,33649,401850
4254,A computer desk with a desktop and laptop computer. ,51910,399164
9992,A trolley for Adventure World on its track,57838,532142
13884,a group of black suitcases sitting next to each other by a wall,19107,303944
16190,a number of people at a market with umbrellas,27669,159979
23197,A boy does a jump with a skateboard while a girl watches. ,3850,388989
336,Two large commercial airplanes sitting on the runway.,55018,396673
11085,People walking by a building with a unique drainpipe.,96106,252559
27342,a desk with a laptop and a computer monitor near a bed,21290,357604
7402,This is a close up photo of a street sign of a cross street.,11954,312549
15270,A white chair sitting next to a black cat.,80640,463266
16912,A white cat wearing a helmet made of melon rind.,37998,385204
29845,A plate that has a piece of pizza and a fork.,28123,44934
25347,A close up of a plate of pasta containing broccoli.,9899,397773
17754,A man playing drums while making a creepy face.,4453,446461
4757,The kitchen area is clean and ready to be used.,63705,158760
14012,nice picture of two signs in front of mountains ,9765,99741
24798,a man doing a big jump with his skateboard ,44055,487943
3463,A green motorcycle parked on top of a green lawn.,7494,291791
22939,a number of people playing frisbee indoors ,71753,340508
1716,A white tiled bathroom with black counter top.,56898,473849
17408,a cat playing with a toy on a sofa,49763,485494
25722,A small child riding a pony in the park.,11977,377984
29730,A pair of people stand with a soccer ball in the middle of them.,60631,157593
4570,A statue standing over a traffic light next to a giant spider.,15659,184667
17150,A reflection on the exterior window of a vehicle.,31853,402903
21998,A dog is lying in bed with its head on a pillow and it is sleeping.,91138,20438
24182,A bunch of skiers on snow are standing around.,94511,253474
5633,A group of men standing around a luggage cart.,78012,401330
23792,A person riding on a horse while jumping it over an obstacle.,61931,413079
5372,A toilet and sink side by side in a bathroom and a mirror. ,81448,431140
9320,Large commuter train parked on the track with no people around.,20941,559790
4996,A bedroom with a large bed sitting under a painting.,94501,178671
9863,A dog with a leash on is sitting near a park bench,8371,261161
10375,A couple of giraffes are standing in the wild. ,9953,505538
24855,A man kneeling down in the snow next to his small son on skis,560,474448
8671,A traffic light with a busy city street behind it.,19083,174721
17673,A group of buses parked next to each other.,35212,240804
28760,A narrow white room with a white mattress on the floor.,30103,162156
7329,Paved road with vehicles in one lane and a flock of sheep and goats in the other.,41193,276076
3583,Outside of a Chinese grocery in the city.,84640,494014
14531,The suitcases are on the pavement next to the brown bench.,83473,342060
29283,A man in a wet suit is surfing a wave.,38309,404820
5761,A white bathroom sink sitting next to a toilet.,88029,221681
23968,a man is flipping a skateboard in the air outside,33640,514366
7551,Red street lights on an empty intersection with no traffic,87760,478736
20235,"Several men are playing sports on a field near some trees, wall, bus, and several buildings in the background.",85833,130699
26838,A living room filled with furniture and a fire place beneath a flat screen TV.,95658,292617
19085,a group of people sit on top of a grassy hill ,56313,98721
17402,a fire truck with a long crane on top of it ,78277,160183
7675,A bus is displaying rider information pamphlets at the front of the bus.,33889,158414
1833,A white toilet sitting in a bathroom next to a wall.,5825,256094
21571,A plate topped with orange slices and eating utensil.,15680,562897
10197,a stack of traffic signs on a pole next to a street.,17835,11615
10881,A bunch of lambs standing around in a field behind a fence. ,17842,45467
17333,An elephant standing around beside a tree. ,15775,474347
26309,Three cats resting on a blanket covered bed next to a shoe rack.,18337,517454
14050,A man and a woman eating lunch outside while sitting under a large umbrella.,59359,399570
8683,A red stop sign under a green street sign.,96692,482233
19191,A cat sleeping on top of a laptop keyboard.,35189,108681
19373,A herd of elephants standing on top of a field.,15515,24919
17002,Woman grabbing her luggage at an airport terminal.,72817,570810
5253,"Cars, truck and carriages are traveling on the road",88495,367680
11614,Giraffes have a very long tongue to go with their long neck.,71053,268044
3294,A woman riding a bike with a cat on her,94498,310442
14522,Sail boats sail over a body of water while people stand near the shoreline. ,69304,78565
1589,A bathroom with a shower curtain that has four palm trees on it and a white tile floor.,9816,384850
3805,A refrigerator that has a microwave above it in the kitchen.,13247,409855
29085,A display of toothbrushes and other dental hygiene products,32146,44504
18487,People are sitting under umbrellas while riding elephants. ,22161,173545
23593,A skier passing two people on a snowmobile.,40132,404546
25627,A white polar bar chewing on it's hand.,46646,533013
25071,Five yellow bananas and one orange orange together,27230,16161
9758,A large pillar with a stop sign on top,25422,256552
1165,A downtown area of a city with buildings and billboards. ,3160,270376
923,A small white church with a clock on the side of it's tower sitting on the end of a street ,77633,271970
6713,A small flock of grazing sheep in a very large grassland.,88907,327872
